,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
1307,2500,Kuala Lumpur - Kuchai Lama,Condominium,3,2.0,2.0,1200,Fully Furnished,"Lift, Security, Gymnasium, Playground, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
1308,2200,Kuala Lumpur - Puchong,Service Residence,3,2.0,2.0,1002,Fully Furnished,"Squash Court, Lift, Playground, Swimming Pool, Gymnasium, Security, Parking, Minimart, Tennis Court",None,Kuala Lumpur
1309,1799,Kuala Lumpur - Setapak,Condominium,4,2.0,3.0,1362,Partially Furnished,None,None,Kuala Lumpur
1310,1200,Kuala Lumpur - Ampang,Apartment,3,1.0,2.0,871,Partially Furnished,"Security, Swimming Pool, Parking",Cooking Allowed,Kuala Lumpur
1311,1400,Kuala Lumpur - Sentul,Condominium,3,1.0,1.0,1009,Partially Furnished,"Security, Swimming Pool, Jogging Track, Multipurpose hall, Minimart, Playground",None,Kuala Lumpur
1312,1700,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,800,Fully Furnished,"Minimart, Sauna, Club house, Parking, Swimming Pool, Security, Jogging Track, Playground, Barbeque area",None,Kuala Lumpur
1313,1700,Kuala Lumpur - Desa Pandan,Condominium,3,1.0,2.0,900,Partially Furnished,"Minimart, Swimming Pool, Jogging Track, Lift, Security, Playground, Parking, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1314,1300,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,865,Partially Furnished,"Swimming Pool, Security, Gymnasium, Tennis Court, Parking, Playground, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1315,1700,Kuala Lumpur - Cheras,Condominium,5,2.0,3.0,2000,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1316,2000,Kuala Lumpur - Cheras,Service Residence,1,1.0,2.0,762,Fully Furnished,"Security, Tennis Court, Lift, Minimart, Playground, Swimming Pool, Jogging Track, Parking, Barbeque area, Sauna, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1317,1500,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,1105,Partially Furnished,"Jogging Track, Sauna, Gymnasium, Swimming Pool, Multipurpose hall, Playground, Parking, Security, Barbeque area, Lift, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
1318,1600,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1100,Not Furnished,"Tennis Court, Minimart, Playground, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Lift, Squash Court, Jogging Track, Club house, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
1319,1500,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,850,Partially Furnished,"Parking, Minimart, Gymnasium, Squash Court, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
1320,800,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,866,Partially Furnished,Parking,None,Kuala Lumpur
1321,1500,Kuala Lumpur - Setapak,Condominium,3,0.0,2.0,800,Partially Furnished,"Tennis Court, Lift, Minimart, Swimming Pool, Squash Court, Security, Barbeque area, Sauna, Jogging Track, Parking, Playground, Gymnasium",None,Kuala Lumpur
1322,1500,Kuala Lumpur - Cheras,Service Residence,1,2.0,1.0,618,Fully Furnished,"Sauna, Gymnasium, Jogging Track, Multipurpose hall, Security, Barbeque area, Club house, Parking, Playground, Minimart, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1323,1200,Kuala Lumpur - KL City,Apartment,3,1.0,2.0,805,Partially Furnished,"Security, Swimming Pool, Minimart, Playground, Squash Court, Parking, Gymnasium, Jogging Track, Lift",Cooking Allowed,Kuala Lumpur
1324,2000,Kuala Lumpur - Cheras,Service Residence,2,2.0,2.0,833,Fully Furnished,"Barbeque area, Sauna, Security, Gymnasium, Club house, Jogging Track, Playground, Multipurpose hall, Parking, Lift, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1325,2300,Kuala Lumpur - Cheras,Service Residence,3,2.0,2.0,1166,Fully Furnished,"Barbeque area, Club house, Gymnasium, Jogging Track, Multipurpose hall, Security, Playground, Sauna, Parking, Lift, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1326,1450,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1327,1500,Kuala Lumpur - Sentul,Service Residence,3,2.0,2.0,1002,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
1328,2300,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,893,Fully Furnished,"Barbeque area, Sauna, Parking, Jogging Track, Playground, Club house, Swimming Pool, Security, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1329,1500,Kuala Lumpur - Wangsa Maju,Condominium,4,1.0,2.0,1100,Partially Furnished,"Swimming Pool, Parking, Tennis Court, Playground, Security, Lift",Cooking Allowed,Kuala Lumpur
1330,2600,Kuala Lumpur - Sentul,Condominium,3,2.0,3.0,1300,Fully Furnished,None,None,Kuala Lumpur
1331,1300,Kuala Lumpur - Bukit Jalil,Apartment,3,0.0,2.0,1100,Not Furnished,"Swimming Pool, Security, Jogging Track, Parking, Minimart",Air-Cond,Kuala Lumpur
1332,2500,Kuala Lumpur - Jalan Kuching,Condominium,3,3.0,2.0,1050,Fully Furnished,"Tennis Court, Sauna, Minimart, Playground, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1333,2400,Kuala Lumpur - Sri Damansara,Condominium,4,2.0,3.0,1500,Fully Furnished,"Barbeque area, Swimming Pool, Sauna, Playground, Jogging Track, Club house, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
1334,1500,Kuala Lumpur - Jalan Kuching,Condominium,2,1.0,2.0,870,Partially Furnished,"Playground, Gymnasium, Sauna, Minimart, Swimming Pool, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
1335,2200,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1470,Partially Furnished,"Playground, Gymnasium, Sauna, Minimart, Swimming Pool, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1336,1200,Kuala Lumpur - KLCC,Apartment,4,0.0,2.0,900,Fully Furnished,None,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1337,1600,Kuala Lumpur - Cheras,Condominium,4,1.0,2.0,1142,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
1338,1700,Kuala Lumpur - Kepong,Service Residence,3,2.0,2.0,953,Not Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
1339,1500,Kuala Lumpur - Kepong,Condominium,3,2.0,3.0,1144,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Multipurpose hall, Security, Playground, Lift, Barbeque area, Sauna, Parking, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1340,1200,Kuala Lumpur - Sentul,Condominium,2,0.0,2.0,856,Not Furnished,"Multipurpose hall, Minimart, Security, Playground, Jogging Track, Swimming Pool",None,Kuala Lumpur
1341,1340,Kuala Lumpur - Sentul,Service Residence,3,0.0,2.0,1100,Partially Furnished,"Jogging Track, Minimart, Multipurpose hall, Swimming Pool, Security, Playground",None,Kuala Lumpur
1342,2000,Kuala Lumpur - Kepong,Service Residence,3,2.0,2.0,1009,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1343,1400,Kuala Lumpur - Sentul,Service Residence,3,2.0,2.0,1009,Partially Furnished,"Minimart, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Security, Lift, Parking",Cooking Allowed,Kuala Lumpur
1344,1200,Kuala Lumpur - Jalan Kuching,Service Residence,1,1.0,1.0,600,Partially Furnished,"Parking, Gymnasium, Security, Sauna, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1345,1999,Kuala Lumpur - Mont Kiara,Service Residence,1,1.0,1.0,500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1346,1200,Kuala Lumpur - Taman Melawati,Apartment,3,1.0,2.0,850,Not Furnished,None,None,Kuala Lumpur
1347,1000,Kuala Lumpur - Desa Petaling,Condominium,3,1.0,2.0,765,Partially Furnished,None,None,Kuala Lumpur
1348,1400,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,900,Not Furnished,"Squash Court, Swimming Pool, Security, Gymnasium, Tennis Court, Lift, Sauna, Minimart, Playground, Parking",None,Kuala Lumpur
1349,1800,Kuala Lumpur - Setapak,Service Residence,3,1.0,3.0,1219,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area, Gymnasium",Cooking Allowed,Kuala Lumpur
1350,1800,Kuala Lumpur - Kepong,Service Residence,3,1.0,2.0,829,Partially Furnished,None,None,Kuala Lumpur
1351,1200,Kuala Lumpur - Sentul,Service Residence,2,1.0,1.0,646,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
1352,900,Kuala Lumpur - Jalan Ipoh,Apartment,3,0.0,2.0,1100,Not Furnished,"Jogging Track, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1353,2000,Kuala Lumpur - Jalan Ipoh,Service Residence,2,1.0,2.0,904,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed",Kuala Lumpur
1354,950,Kuala Lumpur - Taman Desa,Apartment,2,0.0,1.0,650,Partially Furnished,Security,None,Kuala Lumpur
1355,2100,Kuala Lumpur - Desa Pandan,Service Residence,3,1.0,2.0,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1356,3000,Kuala Lumpur - KLCC,Service Residence,2,1.0,2.0,970,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Parking, Tennis Court, Squash Court, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1357,2200,Kuala Lumpur - Old Klang Road,Service Residence,3,2.0,2.0,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Sauna, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1358,2299,Kuala Lumpur - Old Klang Road,Service Residence,3,2.0,2.0,852,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Multipurpose hall, Sauna","Cooking Allowed, Air-Cond",Kuala Lumpur
1359,1999,Kuala Lumpur - Old Klang Road,Service Residence,2,2.0,2.0,814,Partially Furnished,"Barbeque area, Gymnasium, Security, Swimming Pool, Parking, Playground, Lift, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur
1360,5000,Kuala Lumpur - Sungai Besi,Condominium,4,3.0,4.0,1449,Fully Furnished,"Parking, Security, Playground, Gymnasium, Club house, Minimart, Jogging Track, Multipurpose hall, Squash Court, Barbeque area, Sauna, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
1361,1300,Kuala Lumpur - Sungai Besi,Apartment,2,1.0,1.0,654,Partially Furnished,"Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Sauna",None,Kuala Lumpur
1362,4800,Kuala Lumpur - KLCC,Service Residence,2,1.0,2.0,990,Fully Furnished,"Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1363,1200,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,950,Partially Furnished,"Security, Swimming Pool, Tennis Court, Playground, Gymnasium, Parking, Minimart, Squash Court",None,Kuala Lumpur
1364,1700,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,1018,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
1365,3300,Kuala Lumpur - Kuchai Lama,Condominium,6,2.0,5.0,2497,Partially Furnished,"Lift, Tennis Court, Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Sauna, Parking, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
1366,1400,Kuala Lumpur - Cheras,Condominium,4,0.0,3.0,1000,Partially Furnished,"Security, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1367,5500,Kuala Lumpur - Bukit Bintang,Condominium,2,1.0,2.0,1307,Fully Furnished,"Parking, Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1368,1500,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,1080,Fully Furnished,"Security, Playground, Parking",None,Kuala Lumpur
1369,2500,Kuala Lumpur - KLCC,Condominium,1,0.0,1.0,473,Fully Furnished,"Security, Gymnasium, Sauna, Parking, Swimming Pool, Lift, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1370,1900,Kuala Lumpur - Jalan Kuching,Service Residence,3,1.0,2.0,1295,Fully Furnished,"Jogging Track, Sauna, Playground, Gymnasium, Tennis Court, Security, Minimart, Swimming Pool, Barbeque area, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1371,1400,Kuala Lumpur - Wangsa Maju,Apartment,3,1.0,2.0,800,Not Furnished,"Multipurpose hall, Parking, Security, Lift, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1372,1500,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,945,Fully Furnished,None,None,Kuala Lumpur
1373,950,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,850,Partially Furnished,"Swimming Pool, Minimart, Parking, Security",None,Kuala Lumpur
1374,1199,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,946,Partially Furnished,"Parking, Minimart, Playground, Sauna, Club house, Security, Swimming Pool, Gymnasium, Barbeque area",None,Kuala Lumpur
1375,1600,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,928,Fully Furnished,"Playground, Minimart, Parking, Gymnasium, Security, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1376,1200,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,800,Partially Furnished,"Multipurpose hall, Security, Minimart, Parking",None,Kuala Lumpur
1377,1100,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,850,Partially Furnished,"Security, Parking, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
1378,900,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,667,Partially Furnished,"Minimart, Parking, Playground",None,Kuala Lumpur
1379,1800,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,800,Fully Furnished,"Swimming Pool, Jogging Track, Minimart, Barbeque area, Parking, Security, Playground, Sauna, Club house, Lift","Cooking Allowed, Air-Cond",Kuala Lumpur
1380,2700,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,850,Fully Furnished,"Gymnasium, Swimming Pool, Security, Barbeque area, Multipurpose hall",None,Kuala Lumpur
1381,1700,Kuala Lumpur - Cheras,Studio,1,1.0,1.0,712,Fully Furnished,None,None,Kuala Lumpur
1382,1500,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,1426,Partially Furnished,"Barbeque area, Security, Playground, Parking, Swimming Pool, Gymnasium, Lift, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
1383,2700,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1015,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Sauna, Minimart, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1384,2000,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,978,Partially Furnished,"Parking, Gymnasium, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
1385,1400,Kuala Lumpur - Cheras,Condominium,4,2.0,3.0,1000,Partially Furnished,"Parking, Jogging Track, Barbeque area, Multipurpose hall, Security, Lift, Playground, Tennis Court, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
1386,2400,Kuala Lumpur - Titiwangsa,Condominium,3,0.0,2.0,1100,Fully Furnished,"Security, Tennis Court, Barbeque area, Playground, Gymnasium, Squash Court, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1387,1500,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,1018,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
1388,2100,Kuala Lumpur - Ampang,Service Residence,3,0.0,1.0,700,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium","Air-Cond, Near KTM/LRT",Kuala Lumpur
1389,1600,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,928,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
1390,1000,Kuala Lumpur - Kepong,Apartment,3,0.0,1.0,750,Partially Furnished,"Swimming Pool, Parking, Lift, Security",Cooking Allowed,Kuala Lumpur
1391,1800,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,800,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Club house, Security, Jogging Track, Playground, Lift, Multipurpose hall, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1392,1600,Kuala Lumpur - Jalan Ipoh,Service Residence,3,1.0,2.0,1009,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
1393,1100,Kuala Lumpur - Old Klang Road,Condominium,3,1.0,2.0,1100,Fully Furnished,"Security, Minimart, Squash Court, Barbeque area, Swimming Pool, Jogging Track, Parking, Playground, Club house, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
1394,1600,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,900,Partially Furnished,"Security, Swimming Pool, Parking, Barbeque area, Multipurpose hall, Playground",None,Kuala Lumpur
1395,2400,Kuala Lumpur - Titiwangsa,Condominium,3,0.0,2.0,1100,Fully Furnished,"Gymnasium, Squash Court, Barbeque area, Playground, Swimming Pool, Tennis Court, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1396,4200,Kuala Lumpur - KLCC,Condominium,4,2.0,4.0,1380,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
1397,1300,Kuala Lumpur - Desa Pandan,Apartment,3,1.0,2.0,1000,Fully Furnished,None,None,Kuala Lumpur
1398,2200,Kuala Lumpur - Ampang Hilir,Condominium,2,0.0,1.0,890,Fully Furnished,"Security, Parking, Swimming Pool, Multipurpose hall, Gymnasium, Barbeque area",None,Kuala Lumpur
1399,1000,Kuala Lumpur - Wangsa Maju,Apartment,2,2.0,1.0,600,Not Furnished,"Playground, Parking, Security, Barbeque area",None,Kuala Lumpur
